ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
JP3404200002,SUMITOMO RUBBER INDS.,,,,,,2.46,18.12,13.77,17.44,40.54,39.09,40.13,46.69,45.46,44.15,48.24,49.31,49.97,52.64,59.33,59.3,64.48,66.29,
JP3404600003,SUMITOMO,,,,,,41.96,56.55,58.04,64.29,67.41,45.71,46.36,54.4,61.34,63.72,57.77,52.92,59.72,56.84,71.91,63.99,77.66,83.27,77.79
JP3405400007,SUMITOMO HEAVY INDS.,,,,,,0,24.6,15.17,74.42,87.21,81.2,83.17,81.52,80.63,86.14,87.51,90.58,91.84,91.38,92.79,92.63,92.56,92.52,92.39
JP3407200009,OSAKA TITANIUM,,,,,,,0,0,0,8.57,10.25,9.69,7.99,6.92,5.75,5.77,5.94,5.66,5.39,0,0,14.16,8.06,42.15
JP3407400005,SUMITOMO ELECTRIC IND.,,,,,,19.44,30.19,41.89,54.55,40.73,53.05,47.25,48.05,49.17,51.49,43.84,51.15,51,67.14,66.87,63.55,69.75,71.04,
JP3409000001,SUMITOMO REAL.&DEV.,,,,,,,0,0,0,0,3.77,4.02,4.34,3.11,3.02,0,0,0,0.13,24.51,35.5,56.39,82.41,
JP3411000007,SURUGA BANK,,,,,,,25.56,23.63,18.32,18.18,16.54,17.06,16.67,15.26,15.25,15.45,18.28,21.15,22.22,0,0.45,0.31,0.11,7.26
JP3414750004,SEIKO EPSON,,,,,,10.55,13.9,6.67,64.45,50,75.63,72.07,71.93,80.48,81.97,84.15,84.09,80.84,86.61,86.41,88.91,88.8,90.34,59.34
JP3415400005,SEINO HDG.,,,,,,,0,0,5.85,5.98,6.63,5.99,6.95,5.26,1.9,0,0,0,0,0,0,0,8.14,
JP3419050004,SEGA SAMMY HDG.,,,,,,,0,0,21.04,38.46,38.83,36.24,48.41,47.82,47.95,49.38,66.28,64.43,64.99,63.9,70.59,70.72,70.82,
JP3419400001,SEKISUI CHEMICAL,,,,,,40.51,57.4,56.49,89.49,85.43,84.11,91.27,92.96,91.39,91.19,93.44,94.51,95.15,94.12,93.82,94.85,96.18,97.85,97.84
JP3420600003,SEKISUI HOUSE,,,,,,0,5.88,0,30.69,52.78,38.8,42.83,44.49,43.93,41.59,53.08,57.4,61.41,60.63,65.87,68.7,68.6,64.52,69.44
JP3421100003,JAPAN PETROLEUM EXP.,,,,,,,0,0,0,0,7.7,13.79,24.65,27.71,27.57,30.49,37.64,37.16,68.31,67.02,69.77,67.44,71.89,68.43
JP3421800008,SECOM,,,,0,0,0,0,0,0,0,9.13,24.86,22.64,28.37,31.03,29.42,17.62,18.54,41.74,48.54,47.64,61.37,60.93,
JP3425000001,CENTRAL GLASS,,,,,,,14.13,9.74,32.41,47.61,61.89,60.68,38.17,29.99,26.91,28.57,41.32,38.27,48.79,37.39,37.09,57.38,55.55,55.53
JP3429800000,ANA HOLDINGS,,,,,,55.51,69.36,74.19,67.15,65.83,71.35,70.73,69.85,63.47,59.91,65.28,70.31,75.54,71.6,83.01,81.16,82.67,84.34,79.94
JP3435000009,SONY GROUP,,,,56.67,58.67,58,63.5,64.4,48.33,90.28,91.08,90.53,90.41,83.43,84.32,81.86,82.02,87.37,83.37,85.69,87.32,87.74,89.13,87.41
JP3436100006,SOFTBANK GROUP,,,,,,0,0,0,0,15.05,13.81,15.03,41.88,43.05,49.58,48.91,55.5,50.95,50.05,48.12,47.08,55.44,66.12,55.67
JP3436120004,SBI HDG.,,,,,,26.48,26.3,26.68,21.9,40.09,39.84,47.1,45.74,45.43,46.44,44.74,45.47,45.47,44.76,26.97,39.41,43.55,43.51,44.6
JP3443600006,TAISEI,,,,,,35.58,31.2,39.42,62.94,66.01,93.92,86.19,83.72,85.6,87.56,85.98,91.96,90.86,90.19,91.95,85.96,86.6,86.78,82.36
JP3449020001,TAIHEIYO CEMENT,,,,,,56.27,66.82,60.83,68.04,59.55,53.91,58.83,60.66,56.25,53.74,54.31,47.58,46.36,45.78,50.04,58.15,57.89,61.03,60.53
JP3452000007,TAIYO YUDEN,,,,,,,67.92,66.3,45.73,63.67,69.02,68.96,64.77,60.99,61.99,41.98,45.7,47.57,73.16,70.93,74.27,75.75,70.71,72.51
JP3456000003,TAKASHIMAYA,,,,,,0,0,0,1.79,33.08,17.48,24.05,0,0,12.01,2.86,2.01,0,0,0,1.29,2.24,2.05,13.18
JP3459600007,TAKARA HDG.,,,,,,,3.7,0,0,2.02,5.64,5.61,15.53,17.3,11.27,9.08,11.81,18.69,23.24,31.09,28.51,50.18,66.76,69.2
JP3463000004,TAKEDA PHARMACEUTICAL,,,,0,0,0,48.37,59.62,39.5,44.62,66.96,73.55,71.37,71.29,69.46,74.16,78.24,78.89,79.54,82.11,81.78,83.1,82.02,79.59
JP3475350009,DAIICHI SANKYO,,,,,,,,19.85,28.84,33.04,41.74,52.9,54.98,74.55,74.56,73.97,78.13,74.21,75,76.89,76.94,78.15,80.02,80.22
JP3481800005,DAIKIN INDUSTRIES,,,,,,65.09,60.74,56.17,37.22,69.6,67.16,76.22,70.05,80.28,65.52,67.13,52.73,52.5,52.18,56.85,59.72,59.57,58.25,55.05
JP3485800001,DAICEL,,,,,,,59.02,56.18,36.08,26.65,47.49,53.6,49.88,45.56,41.43,39.61,43.77,45.05,44.62,44.85,53.12,64.56,70.62,63.37
JP3486800000,DAITO TST.CONSTRUCTION,,,,,,0,0,1.35,2.37,34.98,35.87,29.51,25.99,20.39,37.78,33.58,33.48,30.85,30.87,29,62.11,71.45,72.52,77.09
JP3491000000,DAIDO STEEL,,,,,,,0,20.05,28.35,39.37,40.37,44.94,47.37,17.61,17.39,15.85,25.86,24.46,24.03,22.18,44.63,54.98,55.02,64.08
JP3493400000,DIC,,,,,,,74.21,63.93,72.67,80.72,64.28,65.7,69.49,62.9,62.29,68.61,49.87,51.64,65.2,77.53,84.61,86.28,78.8,78.69
JP3493800001,DAI NIPPON PRINTING,,,,,,58.86,81.56,79.25,78.32,74.52,91.27,92.96,91.02,92.53,92.65,92.98,93.88,94.09,92.75,91.76,90.15,90.86,88.98,88.97
JP3495000006,SUMITOMO PHARMA,,,,,,5.97,4.47,50.67,48.03,42.72,34.87,39.33,48.93,50.37,48.2,61.35,65.02,53.65,53.97,47.13,45.21,55.65,70.81,74.68
JP3496400007,KDDI,,,,0,0,0,21.34,29.61,64,66.11,71.76,72.45,56.22,57.51,57.22,58.47,54.88,71.71,71.68,67.68,67.79,65.38,63.27,
JP3499800005,MITSUBISHI HC CAPITAL,,,,,,,25.56,29.62,50.61,53.63,49.73,47.81,48.8,45.2,41.76,45.28,59.22,65.17,66.25,61.23,71.62,72.1,71.48,69.75
JP3500610005,RESONA HOLDINGS,,,,,,25.81,25.56,23.63,25.32,78.72,76.09,79.51,74.62,74.53,73.89,77.06,73.72,79.86,81.14,33.38,35.52,35.71,56.52,54.95
JP3502200003,DAIWA SECURITIES GROUP,,,,,,53.2,52.96,43.8,64.73,62.97,62.37,68.61,69.72,83.22,83.1,86.22,88.71,89.84,87.19,77.21,89.44,87.68,87.68,86.93
JP3505000004,DAIWA HOUSE INDUSTRY,,,,,,24.74,0,16.9,32.59,27.94,40.4,50.24,50.45,53.52,57.78,60.81,67.42,67.31,66.09,73.07,73.52,86.41,85.39,88.02
JP3511800009,CHIBA BANK,,,,,,30.73,25.56,23.63,18.32,54.09,60.97,59.68,17.69,16.1,16.24,18.55,18.85,24.06,27.31,26,26.57,30.09,34.81,32.86
JP3519400000,CHUGAI PHARM.,,,,,,35.89,23.22,23.99,58.16,51.46,58.36,45.23,54.87,54.18,54.28,29.52,36.62,36.53,40,65.13,73.37,74.07,80.02,82.53
JP3522200009,CHUGOKU ELEC.POWER,,,,,,,2.94,10.57,4.37,24.45,31.45,25.81,29.21,29.25,31.57,58.93,57.99,55.32,42.49,49.11,51.3,62.97,53.73,51.5
JP3526600006,CHUBU ELEC.POWER,,,,,,,87,64.35,93.78,89.5,90.69,90.63,87.15,89.91,88.05,91.9,88.72,82.45,75.37,55.67,58.71,41.83,49.27,62.35
JP3528600004,CHIYODA CORPORATION,,,,,,0,5.1,10.48,39.62,35.64,60.39,56.1,54.45,57.22,59.94,66.85,81.88,82.76,71.09,74.49,70.92,75.38,71.82,81.72
JP3538800008,TDK,,,,,,15.73,23.33,17.91,36.55,39.7,48.73,46.92,71.61,69.17,69.58,66.47,69.74,70.89,72.99,85.14,87.23,88.56,88.63,86.38
JP3539220008,T & D HOLDINGS,,,,,,,42.98,39.21,81.44,75.43,76.45,54.73,49.85,49.45,47.9,50.36,50.35,52.95,73.08,60.22,72.59,72.31,72.55,73.54
JP3539250005,THK,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,82.27,79.9,64.15,71.35,68.43,
JP3544000007,TEIJIN,,,,,,12.03,24.46,20.83,33.77,34.99,47.18,54.07,55.18,56.29,50.05,49.16,42.84,38.2,35.55,36.79,40.81,37.28,41.65,38.64
JP3546800008,TERUMO,,,,,,24.7,43.53,38.47,40.32,51.52,43.62,65.56,62.33,69.18,69.41,71.58,72.94,66.62,70.2,70.7,67.49,67.16,72.71,76.64
JP3548610009,DENA,,,,,,,,,0,0,3.3,2.68,2.17,2.36,2.6,1.74,3.45,4.02,3.78,3.98,4.53,8.11,8.25,19.73
JP3549600009,DENKA,,,,,,27.34,27.18,20.72,57.84,55.48,58.44,65.57,71.34,68.3,68.61,56.73,62.87,76.44,75.43,79.75,83.18,78.59,76.97,
JP3551200003,ELEC.POWER DEV.,,,,,,38.53,44.11,42.58,44.8,75.39,72.31,86.56,87.34,89.21,86.2,88.48,75.24,73.71,54.9,52.72,55.97,53.07,45.6,44.88
JP3551500006,DENSO,,,,,,,48.39,55.48,66.75,71.62,82.57,83.74,82.66,78.96,79.48,79.91,83.27,88.53,89.82,63.96,65.74,66.72,66.9,65.97
JP3551520004,DENTSU GROUP,,,,,,17.81,13.75,13.6,19.4,39.84,39.7,53.64,53.37,58.17,57.45,56.28,58.94,58.38,57.24,62.87,61.37,59.87,55.84,56.03
JP3560800009,TOKAI CARBON,,,,,,14.43,13.87,14.8,0,0,0,0,7.35,4.92,4.22,3.95,6.89,23.39,30.37,43.14,71.37,71.53,76.4,
JP3566800003,CENTRAL JAPAN RAILWAY,,,,,,24.38,23.3,5.58,21.92,17.7,19.43,43.98,63.24,61.58,43.12,42.8,38.75,37.46,34.02,31.58,39.49,42.52,49.91,46.13
JP3571400005,TOKYO ELECTRON,,,,,,53.08,66.96,60.13,85.22,79.75,86.86,84.63,77.35,77.6,76.66,80.82,63.22,64.78,65.91,64.67,69.14,67.63,67.19,67.51
JP3573000001,TOKYO GAS,,,,,,43.99,43.26,30.23,44.77,88.18,90.28,87.89,79.25,79.81,79.91,81.97,84.15,87.08,76.66,87.39,79.42,76.56,71.25,67.23
JP3574200006,TOKYU,,,,42.68,29.17,30.85,67.97,33.02,25.27,10.8,22.86,20.22,10.82,8.91,10.61,10.16,7.95,15.88,10.92,13.05,46.49,50.12,49.82,52.39
JP3579800008,TOKYO STEEL MNFG.,,,,,,,0,0,0,0.88,0,1.56,3.34,2.15,0.98,1.12,1.29,1.01,0.74,4.92,25.52,34.33,32.29,
JP3582600007,TOKYO TATEMONO,,,,,,0,0,0,20.74,9.93,8.66,9.34,0,0,12.99,19.42,22.31,25.52,61.41,86.55,84.73,83.38,79.23,80.16
JP3585800000,TOKYO ELECTRIC POWER CO. HDG.,,,,74.28,60.53,68.71,56.25,56.57,70.92,66.55,77.68,66.18,0,58.3,57.22,68.13,55.67,58.43,65.29,66.42,71.61,65.38,65.14,
JP3588600001,TBS HOLDINGS,,,,,,,0,0,6.11,19.2,15.61,9.83,10.63,4.38,0.23,0.23,0.2,0.95,0.58,0.53,1.08,7.08,30.18,32.03
JP3592200004,TOSHIBA DEAD - DELIST.20/12/23,,,,,,,64.33,67.8,61.27,92.48,87.06,88.44,88.1,91.11,92.49,92.66,91.6,90.01,87.73,90.66,89.99,89.93,92.08,91.76
JP3595200001,TOSOH,,,,,,24.88,40.31,31.18,76.27,56.2,58.36,63.89,51.89,50.13,49.51,43.49,47.73,50.34,52.1,57.1,55.16,55.3,60.58,63.36
JP3596200000,TOTO,,,,,,47.5,15.07,2.71,40.28,43.13,75.34,80.05,84.24,81.73,84.33,88.46,93.28,87.1,88.17,92.43,91.45,91.36,88.88,90.2
JP3597800006,TOBU RAILWAY,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,30.9
JP3598600009,TOHO,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,
JP3600200004,TOHO GAS,,,,,,,,,8.14,27.33,40.08,29.51,55.39,43.23,47.52,46.35,50.05,49.77,60.23,75.76,73.22,86.76,86.82,84.8
JP3605400005,TOHOKU ELECTRIC PWR.,,,,,,32.84,38.58,38.3,33.28,51.63,44.42,42.77,39.49,46.12,30.25,41.94,41.82,55.28,49.2,36.43,39.34,36.75,50.34,
JP3613000003,TOYO SUISAN KAISHA,,,,,,,0,0,0,0,0,0,0,0,0,0,1.03,0.32,0.28,25.06,31.13,23.32,22.57,44.9
JP3613400005,TOYO SEIKAN GROUP HDG.,,,,,,15.37,18.18,47.7,44.79,71.44,70.85,64.78,62.14,19.62,29.74,24.98,29.2,27.56,27.68,27.77,41.81,49.8,48.06,45.46
JP3619800000,TOYOBO,,,,,,,65.31,89.39,63.14,62.23,60.46,66.21,71.5,62.01,34.02,31.2,44.09,37.98,31.14,54.84,59.2,64.2,71.16,74.21
JP3621000003,TORAY INDS.,,,,,,32.23,22.44,22.12,51.53,48.75,46.54,59.66,59.43,61.93,61.09,59.97,59.19,58.51,59.88,83.62,82.33,85.13,82.14,
JP3625000009,TOKUYAMA,,,,,,67.04,68.08,72.84,35.69,48.94,55.97,59.98,65.84,48.81,44.53,47.99,62.11,62.97,62.44,63.79,58.71,55.6,53.44,50.43
JP3626800001,LIXIL,,,,,,0,0,6.74,5.73,3.53,12.98,17.2,30.82,53.39,45.1,58.09,67.37,68.43,76.22,76.51,76.13,82.57,77.88,74.64
JP3629000005,TOPPAN HOLDINGS,,,,,,75.53,27.14,56.2,78.73,71.55,84.51,88.09,88.43,90.02,90.19,88.82,85.75,87.65,89.86,88.47,88.35,88.75,88.9,75.44
JP3633400001,TOYOTA MOTOR,,,,69.7,35.95,69.17,87.2,84.6,95.44,96.12,97.14,97.13,95.02,91.31,82.29,81.88,84.49,85.49,82.9,82.56,84.32,89.82,88.45,86.14
JP3634200004,TOYODA GOSEI,,,,,,,46.35,61.99,37.9,55.55,51.95,56.81,66.66,59.34,63.29,58.79,65.45,77.56,78.92,80.81,82.95,83.14,78.78,71.67
JP3634600005,TOYOTA INDS.,,,,,,38.15,81.6,67.55,91.17,91.46,90.77,86.98,77.85,78.62,79.95,79.53,84.63,84.45,85.25,84.99,85.28,84.53,83.54,
JP3635000007,TOYOTA TSUSHO,,,,,,17.86,34.52,37.5,36.67,58.66,57.23,53.72,56.13,65.29,67.67,70.05,81.73,78.64,80.96,72.64,77.08,76.79,73.27,69.82
JP3635400009,TOYOTA BOSHOKU,,,,,,,2.27,16.36,23.41,42.24,49.43,46.7,59.05,65.08,63.52,64,71.82,71.87,76.5,78.86,80.09,85.23,85.81,81.15
JP3637300009,TREND MICRO,,,,,,0,0,0,0.78,0,0,0,7.73,6.34,5.89,4.74,7.57,8.52,0,0,10.72,19.86,35.35,
JP3638600001,DOWA HDG.,,,,,,43.39,44.99,37.04,43.52,67.25,72.84,78.42,83.67,70.17,71.43,64.53,67.35,65.2,71.72,80.51,77.75,75.9,79.06,78.54
JP3657400002,NIKON,,,,,,5.45,46.3,52.67,57.93,51.23,55.05,53.5,53.05,52.11,50.1,51.75,42.82,49.49,52.46,57.39,54.56,59.41,61.7,61.82
JP3659000008,WEST JAPAN RAILWAY,,,,,,0,0,0,8.82,21.36,20.41,18.12,26.49,28.36,23.63,18.78,21,29.92,31.65,35.73,56.54,49.94,50.28,49.94
JP3663900003,SOJITZ,,,,,,17.86,17.86,25,13.57,44.02,52.86,54.47,51.55,47.7,43.15,54.03,50.65,62.41,57.96,53.53,48.76,56.65,37.2,29.4
JP3665200006,NICHIREI,,,,,,,31.25,33.2,17.62,18.87,19.52,18.43,34.94,33.24,33.38,61.12,54.16,57.55,57.78,84.69,85.28,87.47,84.21,
JP3667600005,JGC HOLDINGS,,,,,,0,4.94,13.21,34.84,26.49,24.23,26.38,45.25,39.14,39.06,46.15,44.4,48.07,43.46,48.98,44.92,45.02,46.17,50.57
JP3670800006,NISSAN CHEMICAL,,,,,,14.43,0,0,0,0,11.13,18.03,17.23,16.9,24.87,22.28,31.69,39.78,45.43,49.05,61.83,61.78,62.73,
JP3672400003,NISSAN MOTOR,,,,85.67,70.78,80.07,63.04,59.64,37.38,63.18,64.56,75.84,82.91,91.84,92.62,96.25,89.21,79.94,81.82,80.72,82.56,84.02,83.98,91.97
JP3675600005,NISSIN FOODS HOLDINGS,,,,,,,7.58,9.09,10.19,24.26,24.71,21.83,25.91,23.59,35.3,34.61,29.4,32.78,62.15,71.04,73.64,76.27,67.52,71.2
JP3676800000,NISSHIN SEIFUN,,,,,,,26.09,12.73,36,50.37,49.53,41.41,36.46,37.28,36.33,36.77,30.45,47.66,49.59,50.2,69.67,70.05,69.44,71.05
JP3678000005,NISSHINBO HOLDINGS,,,,,,0,0,18.18,14.49,43.54,52.21,59.64,60.33,57.6,55.91,55.4,54.57,46,68.14,66.21,78.04,75.34,77.17,
JP3684000007,NITTO DENKO,,,,,,56.69,69.17,66.09,45.08,35.05,37.78,40.56,40.71,39.56,41,57.96,78.4,72.73,79.99,83.87,85.37,85.14,83.1,68.21
JP3686800008,NIPPON SHEET GLASS,,,,,,44.19,0,67.39,59.58,66.92,50.77,49.09,54.31,65.78,66.46,68.83,71.17,78.11,75.82,81.04,83.09,83.9,81.96,55.46
JP3688370000,NIPPON EXPRESS HOLDINGS,,,,,,0,51.59,35.6,54.69,58.47,58.04,58.81,46.41,61,61.87,63.16,58.69,58.86,56.86,55.34,59.64,61.61,59.61,64.22
JP3689500001,ORACLE JAPAN,,,,,,,0,0,0,0,0,0,0,0,0,0,47.61,62.2,59.37,65.41,68.3,28.85,24.1,17.72
JP3695200000,NGK INSULATORS,,,,,,29.88,25.9,20.47,56.56,81.23,78.83,81.22,79,47.13,47.34,41.14,47.28,72.69,71.7,75.2,74.56,73.43,74.48,72.66
JP3711200000,AOZORA BANK,,,,,,,25.56,23.63,18.32,24.1,23.81,23.98,28.1,25.49,22.24,22.21,24.58,29.49,57.51,40.8,70.37,74.1,75.89,75.1
JP3711600001,NIPPON SANSO HOLDINGS,,,,,,,30.93,31.81,15.01,39.08,42.13,45.91,36.47,34.91,41.02,39.86,41.76,43.59,33.64,36.53,34.26,37.73,61.64,62.64
JP3720800006,NSK,,,,,,21.25,31.2,41.66,62.84,63.12,63.3,73.14,68.94,75.12,72.2,73.33,78.86,77.94,80.06,82.96,87.16,89.17,84.52,76.35
JP3721400004,JAPAN STEEL WORKS,,,,,,0,0,6.94,36.35,31.4,27.4,23.51,17.75,15.03,17.47,17,19.85,27.16,26.46,29.61,34.3,32.69,39.24,
JP3726800000,JAPAN TOBACCO,,,,83.12,89.37,92.7,96.7,88.92,89.87,89.41,86.25,84.85,78.6,81.72,75.42,73.4,78.57,73.03,74.29,78.05,89.57,90.45,91.57,88.59
JP3729000004,SBI SHINSEI BANKLIMITED DEAD - DELIST.28/09/23,,,,,,40.04,40.77,34.49,29.41,21.78,22.67,28.66,50.29,40.89,44.78,45.08,65.51,72.47,73.24,51.13,53.7,51.34,53.12,52.51
JP3733000008,NEC,,,,,,27.42,33.59,17.13,46.49,75.11,78.06,77.79,70.58,78.39,74.71,72.91,71,68.01,67.95,69.47,71.16,73.66,74.03,73.86
JP3733400000,NIPPON ELEC.GLASS,,,,,,0,0,0,40.9,51.4,43.4,32.92,59.43,55.35,52.15,51.4,37.87,51.72,53.59,52.2,62.29,62.91,55.65,55.9
JP3734800000,NIDEC,,,,,,0,7.69,6.94,5.47,7.37,7.07,13.07,48.68,42.2,50.17,46.15,65.22,75.19,70.99,68.49,85.7,88.23,87.58,86.27
JP3735400008,NIPPON TELG. & TEL.,,,,32.89,27.54,28.62,60.39,57.26,46.48,49.69,73.53,82.48,77.95,83.53,80.69,79.69,65.44,66.48,67.75,66.69,69.29,67.73,69.64,84.24
JP3738600000,NITERRA,,,,,,,32.81,37.2,30.9,32.42,63.72,68.6,73.64,74.79,73.33,66.13,38.13,50.02,65.93,59.61,54.27,60.41,60.5,42.66
JP3742600004,NHK SPRING,,,,,,,5.96,13.24,0.89,32.28,41.06,35.45,32.08,34.68,34.23,30.39,30.78,34,31.96,46.62,43.96,43.62,43.07,30.34
JP3743000006,NH FOODS,,,,,,,15.99,15.45,17.29,38.37,41.03,41.78,36.46,44.29,43.22,40.55,47.55,43.49,39.91,50.55,60.85,70.18,65.85,75.02
JP3753000003,NIPPON YUSEN KK,,,,,,38.54,55.78,54.01,48.81,38.92,59.55,54.1,53.81,52.81,68.55,73.88,71.78,70.98,69.28,68.13,77.65,75.49,78.81,72.3
JP3756100008,NITORI HOLDINGS,,,,,,,0,0,0,0,0,0,12.82,10.79,9.19,10.15,13.24,15.96,22.15,34.4,38.6,58.34,53.11,64.96
JP3756600007,NINTENDO,,,,,,0,0,0,25.08,47,34.09,27.27,27.27,50,56.06,55.45,59.07,63.69,59.99,64.6,69.74,70.66,68.52,69.41
JP3762600009,NOMURA HDG.,,,,27.78,27.78,26.48,52.96,37.57,49.54,81.13,87.3,85.19,81.42,81.25,75.27,77.02,78.42,77.81,81.36,75.88,89.42,87.99,87.82,85.37
JP3762800005,NOMURA RESEARCH INST.,,,,,,,0,13.77,12.59,17.43,17.55,20.31,62.79,51.87,49.68,50.05,52.4,54.85,51.05,59.96,63.34,62.61,61.75,60.85
JP3765400001,HOUSE SHOKUHIN GP.HONSHA K K,,,,,,,0,0,0,10.06,5.54,6.82,6.16,5.25,5.09,18.78,10.78,11.56,17.83,30.25,30.56,28.91,21.54,47.4
JP3766550002,HAKUHODO DY HDG.,,,,,,,0,16.8,0,0,0,0,0,0,0,0,0,10,8.97,33.16,44.56,58.11,57.38,56.71
JP3768600003,HASEKO,,,,,,,0,0,3.08,6.66,7.33,6.88,12.47,10.91,7.13,7.87,12.58,12.38,31.32,38.91,45.45,60.37,60.76,64.66
JP3769000005,HACHIJUNI BANK,,,,,,,31.55,31.1,23.74,52.62,51.24,50.22,28.63,23.68,23.39,23.73,53.63,57.69,56.72,18.68,19.21,17.27,23.02,54.85
JP3774200004,HANKYU HANSHIN HDG.,,,,,,0,14.14,31.83,13.26,5.58,10.26,13.96,15.81,15.61,16.04,15.57,11.29,28.47,24.87,25.18,23.88,52.17,59.99,64.08
JP3778630008,BANDAI NAMCO HDG.,,,,,,,,20.45,40.18,62.42,70.45,60.23,56.82,50,46.97,41.82,53.37,48.82,60.39,58.82,61.4,61.63,64.41,66.79
JP3780100008,PARK24,,,,,,0,0,0,0,0,0,0,0,3.01,4.11,4.75,3.68,3.69,4.16,3.37,22.54,22.52,37.15,45.77
JP3783420007,HIKARI TSUSHIN,,,,,,,0,0,0,1.78,20.75,20.66,22.39,22.89,21.64,20.53,22.7,23.96,23.73,24.94,23.38,20.88,10.42,23.85
JP3783600004,EAST JAPAN RAILWAY,,,,,,,77.83,78.13,74.62,76.05,75.49,72.43,74.12,82.38,80.32,78.63,78.63,83.87,85.81,85.6,83.92,84.32,79.61,78.43
JP3786200000,HITACHI METALS DEAD - DELIST.29/12/22,,,,,,,28.48,36.76,25.22,63.7,83.03,65.03,61.56,75.24,77.68,76.71,81.17,80.55,85.09,81.42,82.87,81.46,79.02,
JP3787000003,HITACHI CON.MCH.,,,,,,,0,73.6,70.87,67.26,61.44,73.2,69.19,81.64,83.1,84.96,85.19,88.6,87.59,87.38,91.29,92.34,91.84,90.08
JP3788600009,HITACHI,,,,,,,45.23,44.89,75.5,70.8,69.63,77.87,73.7,89.02,89.58,89.7,91.28,92.95,93.88,93.77,94.1,94.66,94.03,93.77
JP3792600003,HINO MOTORS,,,,,,69.57,62.49,60.27,46,55.14,61.6,69.05,54.98,66.62,67.46,78.01,80.36,78.13,86.87,78.73,82.51,80.14,82.97,
JP3796150005,HIROGIN HOLDINGS,,,,,,,25.56,23.63,18.32,18.18,16.54,17.06,16.67,17.55,17.72,15.45,19.02,21.9,22.78,2.8,8.43,41.98,45.27,72.85
JP3799000009,HIROSE ELECTRIC,,,,,,0,0,0,0,0,0,0,0,10.38,11,14.04,49.95,62.71,60.18,56.94,58.76,59.49,65.95,63.91
JP3802300008,FAST RETAILING,,,,,,0,0,0,55.26,47.5,49.03,46.66,52.57,54.91,49.36,49.03,58,60.11,74.44,74.19,77.05,72.81,78.58,
JP3802400006,FANUC,,,,,,8.76,38.15,36.36,41.72,39.11,34.04,17.75,16.3,0.64,5.24,5.96,4.77,5.5,8.8,32.48,31.47,38.48,49.13,47.16
JP3811000003,FUJIKURA,,,,,,14.43,0,47.53,46.14,60.58,77.85,79.01,85.63,84.09,87.54,89.79,68.68,70.48,55.1,57.5,61.2,61.15,46.71,
JP3814000000,FUJIFILM HOLDINGS,,,,45.19,58.12,59.82,59.81,58.28,74.05,74.03,71.08,73.65,72.66,74.05,72.63,74.44,74.12,71.5,69.18,72.11,71.91,72.51,75.75,75.3
JP3814800003,SUBARU,,,,,,28.35,64.44,62.63,72.56,80.23,84.77,88.31,83.42,79.59,80.67,72.72,74.98,78.28,80.08,73.78,82.4,69.67,68.5,76.66
JP3818000006,FUJITSU,,,,,,,74.68,52.19,59.15,81.03,81.74,84.72,81.31,79.91,77.55,76.12,76.36,75.64,72.62,72.23,72.08,72.13,72.8,73.73
JP3819400007,FUJI MEDIA HOLDINGS,,,,,,,0,0,0,9.89,27.04,22.8,15.16,14.1,13.85,14.24,7.61,14.05,15.13,19.51,18.74,20.33,18.49,17.16
JP3820000002,FUJI ELECTRIC,,,,,,60.43,62.77,63.88,51.31,69.03,88.83,87.71,93.82,88.66,89.75,89.7,93.64,94.44,95.8,95.63,95.65,95.87,95.5,94.33
JP3827200001,FURUKAWA ELECTRIC,,,,,,37.3,33.04,23.75,55.13,49.7,65.1,61.07,71.82,69.8,73.37,74.19,74.44,81.83,80.24,80.62,84.68,86.22,89.82,89.3
JP3830000000,BROTHER INDUSTRIES,,,,,,,18.08,23.44,19.23,29.39,76.2,69.29,74.33,71.85,71.85,64.65,72.94,73.66,80.16,80.48,80.32,81.85,83.86,82.92
JP3830800003,BRIDGESTONE,,,,,,,25.75,25.46,40.73,34.65,52.89,54.85,61.78,63.07,61.48,63.52,69.37,72.9,62.5,68,68.57,74.05,73.98,76.1
JP3835620000,BENESSE HOLDINGS,,,,,,,0,0,24,46,46,45,37.33,37.33,40.93,55.6,65.2,51,53.33,60.4,48,58.62,75.88,81.1
JP3837800006,HOYA,,,,,,,19.7,21.92,31.28,32.45,43.89,39.3,45.08,40.32,11.7,12.31,20.84,21.45,21.91,31.31,31.04,35.95,39.85,39.13
JP3842400008,HOKUHOKU FINL. GP.,,,,,,30.73,28.26,26.55,21.58,48.62,57.99,50.92,50.92,48.47,48.57,43.46,46.07,50.9,53.05,7.22,7.32,7.91,55.16,53.72
JP3845400005,HOKURIKU ELEC.POWER,,,,,,,31.22,50.4,12.72,35.94,13.32,18.76,15.75,28.98,27.49,26.02,15.48,13.91,24.38,28.47,40.54,37,40.66,43.2
